0.001,100,0.4195410378296673,0.13424541834560696,0.28529561948406007
0.005,100,0.4122260935701131,0.13063624389851447,0.2815898496716016
0.01,100,0.4033065332398699,0.12810882573804122,0.27519770750182837
0.05,100,0.33949111251718633,0.10643049186512173,0.2330606206520667
0.1,100,0.275405265771153,0.08518570649064708,0.19021955928050552
0.5,100,0.06072767583885698,0.02024508046475322,0.04048259537410375
1,100,0.012860572960135744,0.0062236484330580565,0.006636924527077671
5,100,0.0003719462263947174,0.0007446672655242702,-0.000372721039129552
10,100,-0.0006016768854869833,0.00021243345950143933,-0.0008141103449884225
0.2,100,0.1832605350852684,0.05632012935494194,0.12694040573032633
